DATE,PM2.5(ug/m3),PM10(ug/m3),CO2(ppm),TEMPERATURE,HUMIDITY,TEMPUNIT
2025-01-24 00:02:20,004.0,006.2,481,077.8,028.1,F
2025-01-24 00:07:20,004.3,006.7,481,077.8,027.9,F
2025-01-24 00:12:20,003.8,006.0,479,078.0,028.0,F
2025-01-24 00:17:20,004.0,005.8,481,078.0,027.9,F
2025-01-24 00:22:20,004.8,007.8,479,078.0,027.9,F
2025-01-24 00:27:20,004.1,006.5,479,078.0,027.8,F
2025-01-24 00:32:20,004.6,007.1,480,077.8,027.7,F
2025-01-24 00:37:20,004.4,006.7,480,077.8,027.7,F
2025-01-24 00:42:20,004.0,006.5,479,077.8,027.6,F
2025-01-24 00:47:20,004.1,006.7,479,077.8,027.6,F
2025-01-24 00:52:20,003.4,005.4,478,077.8,027.5,F
2025-01-24 00:57:20,004.3,007.2,477,077.8,027.5,F
2025-01-24 01:02:20,004.3,006.7,478,077.9,027.4,F
2025-01-24 01:07:20,003.7,006.0,479,078.0,027.4,F
2025-01-24 01:12:20,004.3,006.5,479,078.0,027.3,F
2025-01-24 01:17:20,003.7,005.6,479,078.0,027.3,F
2025-01-24 01:22:20,003.7,005.6,478,078.0,027.2,F
2025-01-24 01:27:20,004.2,006.2,479,077.9,027.2,F
2025-01-24 01:32:20,004.2,006.6,478,078.0,027.3,F
2025-01-24 01:37:20,003.7,006.0,478,078.0,027.4,F
2025-01-24 01:42:20,003.9,005.9,476,077.9,027.4,F
2025-01-24 01:47:20,003.7,005.9,476,077.9,027.3,F
2025-01-24 01:52:20,004.4,006.9,476,077.7,027.2,F
2025-01-24 01:57:20,003.6,005.3,475,077.7,027.2,F
2025-01-24 02:02:20,003.8,005.7,475,077.6,027.2,F
2025-01-24 02:07:20,003.8,006.2,473,077.6,027.1,F
2025-01-24 02:12:20,003.8,006.3,474,077.6,027.1,F
2025-01-24 02:17:20,004.0,006.2,474,077.5,027.1,F
2025-01-24 02:22:20,003.6,005.4,473,077.6,027.0,F
2025-01-24 02:27:20,004.0,005.7,473,077.6,026.9,F
2025-01-24 02:32:20,003.9,006.3,472,077.7,026.8,F
2025-01-24 02:37:20,004.0,006.7,469,077.8,026.8,F
2025-01-24 02:42:20,003.7,006.1,471,077.8,026.7,F
2025-01-24 02:47:20,003.7,006.1,468,077.8,026.7,F
2025-01-24 02:52:20,003.9,006.4,469,077.9,026.8,F
2025-01-24 02:57:20,004.0,006.2,466,077.9,026.8,F
2025-01-24 03:02:20,003.2,004.9,469,077.8,026.8,F
2025-01-24 03:07:20,003.5,005.5,466,077.7,026.8,F
2025-01-24 03:12:20,003.7,006.1,463,077.5,026.7,F
2025-01-24 03:17:20,003.4,005.4,465,077.5,026.7,F
2025-01-24 03:22:20,003.9,006.4,463,077.4,026.7,F
2025-01-24 03:27:20,003.4,004.9,464,077.4,026.7,F
2025-01-24 03:32:20,003.8,005.4,463,077.4,026.6,F
2025-01-24 03:37:20,003.1,004.8,462,077.4,026.6,F
2025-01-24 03:42:20,003.1,004.9,461,077.4,026.6,F
2025-01-24 03:47:20,003.0,004.7,461,077.4,026.6,F
2025-01-24 03:52:20,003.3,005.4,461,077.5,026.5,F
2025-01-24 03:57:20,003.4,005.4,460,077.6,026.4,F
2025-01-24 04:02:20,003.1,005.5,460,077.7,026.3,F
2025-01-24 04:07:20,003.2,005.4,459,077.7,026.2,F
2025-01-24 04:12:20,002.7,004.0,461,077.9,026.3,F
2025-01-24 04:17:20,002.8,004.1,458,077.8,026.3,F
2025-01-24 04:22:20,003.1,005.2,458,077.7,026.3,F
2025-01-24 04:27:20,002.8,004.6,457,077.7,026.3,F
2025-01-24 04:32:20,002.6,003.8,457,077.4,026.2,F
2025-01-24 04:37:20,002.8,004.6,456,077.4,026.2,F
2025-01-24 04:42:20,002.3,003.3,456,077.4,026.1,F
2025-01-24 04:47:20,002.9,005.0,456,077.3,026.1,F
2025-01-24 04:52:20,003.1,004.8,455,077.3,026.1,F
2025-01-24 04:57:20,002.5,004.1,455,077.3,026.0,F
2025-01-24 05:02:20,002.5,003.6,454,077.3,026.0,F
2025-01-24 05:07:20,002.4,004.1,454,077.2,026.0,F
2025-01-24 05:12:20,002.4,003.8,454,077.2,026.0,F
2025-01-24 05:17:20,002.2,003.5,455,077.3,025.9,F
2025-01-24 05:22:20,002.0,003.0,455,077.4,025.8,F
2025-01-24 05:27:20,002.3,003.9,453,077.5,025.7,F
2025-01-24 05:32:20,002.6,004.3,454,077.8,025.7,F
2025-01-24 05:37:20,002.6,004.1,452,077.8,025.6,F
2025-01-24 05:42:20,002.3,003.8,452,077.7,025.7,F
2025-01-24 05:47:20,002.2,003.1,451,077.6,025.7,F
2025-01-24 05:52:20,002.4,004.0,453,077.3,025.6,F
2025-01-24 05:57:20,002.0,002.9,452,077.3,025.6,F
2025-01-24 06:02:20,002.4,003.8,452,077.2,025.6,F
2025-01-24 06:07:20,001.8,002.7,452,077.2,025.7,F
2025-01-24 06:12:20,001.9,003.3,453,077.2,025.7,F
2025-01-24 06:17:20,002.0,003.5,453,077.1,025.7,F
2025-01-24 06:22:20,001.7,002.4,453,077.1,025.7,F
2025-01-24 06:27:20,001.9,002.5,452,077.1,025.6,F
2025-01-24 06:32:20,002.2,003.3,453,077.1,025.6,F
2025-01-24 06:37:20,001.7,002.6,453,077.0,025.6,F
2025-01-24 06:42:20,002.0,003.1,452,077.1,025.5,F
2025-01-24 06:47:20,001.7,002.9,452,077.1,025.5,F
2025-01-24 06:52:20,001.9,003.1,451,077.4,025.5,F
2025-01-24 06:57:20,001.7,002.5,451,077.5,025.4,F
2025-01-24 07:02:20,001.8,002.9,451,077.7,025.3,F
2025-01-24 07:07:20,001.5,002.4,452,077.6,025.3,F
2025-01-24 07:12:20,001.7,002.7,452,077.5,025.4,F
2025-01-24 07:17:20,001.4,002.4,450,077.2,025.3,F
2025-01-24 07:22:20,001.5,002.4,452,077.2,025.3,F
2025-01-24 07:27:20,001.8,002.2,451,077.1,025.3,F
2025-01-24 07:32:20,001.4,002.3,451,077.1,025.4,F
2025-01-24 07:37:20,001.6,002.5,451,077.0,025.3,F
2025-01-24 07:42:20,001.6,002.5,449,077.0,025.3,F
2025-01-24 07:47:20,001.7,002.8,450,077.0,025.3,F
2025-01-24 07:52:20,001.6,002.2,451,077.0,025.3,F
2025-01-24 07:57:20,001.9,003.1,453,077.0,025.3,F
2025-01-24 08:02:20,001.8,002.3,455,076.9,025.3,F
2025-01-24 08:07:20,001.4,002.4,455,076.9,025.3,F
2025-01-24 08:12:20,001.3,001.9,457,077.0,025.3,F
2025-01-24 08:17:20,001.6,002.8,458,077.1,025.2,F
2025-01-24 08:22:20,001.2,001.8,461,077.4,025.3,F
2025-01-24 08:27:20,001.7,002.8,463,077.4,025.2,F
2025-01-24 08:32:20,001.7,002.4,467,077.5,025.2,F
2025-01-24 08:37:20,001.6,002.2,467,077.4,025.3,F
2025-01-24 08:42:20,001.3,002.2,469,077.1,025.2,F
2025-01-24 08:47:20,001.6,002.7,469,077.1,025.4,F
2025-01-24 08:52:20,001.9,002.8,471,077.0,025.3,F
2025-01-24 08:57:20,001.7,002.6,473,076.9,025.4,F
2025-01-24 09:02:20,001.8,002.7,473,076.9,025.4,F
2025-01-24 09:07:20,001.6,002.2,471,076.9,025.4,F
2025-01-24 09:12:20,001.7,002.7,471,076.9,025.5,F
2025-01-24 09:17:20,001.8,003.1,472,076.9,025.5,F
2025-01-24 09:22:20,001.5,002.7,471,076.8,025.5,F
2025-01-24 09:27:20,001.9,002.9,473,076.8,025.6,F
2025-01-24 09:32:20,001.5,002.5,473,076.8,025.5,F
2025-01-24 09:37:20,001.6,002.4,473,076.9,025.6,F
2025-01-24 09:42:20,002.1,003.3,472,076.9,025.5,F
2025-01-24 09:47:20,001.9,003.2,473,077.1,025.7,F
2025-01-24 09:52:20,001.8,002.7,472,077.1,025.7,F
2025-01-24 09:57:20,001.9,003.0,473,077.1,025.7,F
2025-01-24 10:02:20,001.8,003.5,472,077.0,025.8,F
2025-01-24 10:07:20,001.6,002.5,474,076.9,025.8,F
2025-01-24 10:12:20,002.0,002.8,474,076.7,025.8,F
2025-01-24 10:17:20,002.3,004.0,473,076.6,025.9,F
2025-01-24 10:22:20,002.6,004.2,472,076.6,025.9,F
2025-01-24 10:27:20,002.8,004.6,472,076.5,026.0,F
2025-01-24 10:32:20,002.5,004.2,471,076.6,026.0,F
2025-01-24 10:37:20,003.3,005.4,472,076.6,025.9,F
2025-01-24 10:42:20,003.4,005.1,473,076.6,025.9,F
2025-01-24 10:47:20,003.4,005.4,472,076.6,025.9,F
2025-01-24 10:52:20,003.8,006.5,470,076.6,026.0,F
2025-01-24 10:57:20,003.7,005.6,473,076.7,025.9,F
2025-01-24 11:02:20,004.2,006.8,471,076.7,025.9,F
2025-01-24 11:07:20,003.3,005.0,469,076.8,025.9,F
2025-01-24 11:12:20,004.6,007.6,470,076.8,025.9,F
2025-01-24 11:17:20,003.9,005.8,469,077.0,026.0,F
2025-01-24 11:22:20,003.4,005.3,469,077.1,026.0,F
2025-01-24 11:27:20,003.7,005.9,473,077.2,026.0,F
2025-01-24 11:32:20,003.6,006.4,472,077.2,026.0,F
2025-01-24 11:37:20,003.5,005.6,470,077.1,025.9,F
2025-01-24 11:42:20,004.2,007.0,470,077.1,025.9,F
2025-01-24 11:47:20,004.1,006.6,472,077.0,026.0,F
2025-01-24 11:52:20,003.7,006.0,471,077.0,026.0,F
2025-01-24 11:57:20,003.5,005.3,474,077.0,026.1,F
2025-01-24 12:02:20,003.7,005.4,475,077.0,026.1,F
2025-01-24 12:07:20,004.1,006.5,476,077.0,026.2,F
2025-01-24 12:12:20,003.4,005.7,477,077.0,026.2,F
2025-01-24 12:17:20,003.4,005.5,478,077.0,026.2,F
2025-01-24 12:22:20,003.5,005.2,476,077.1,026.2,F
2025-01-24 12:27:20,004.0,006.7,478,077.1,026.2,F
2025-01-24 12:32:20,003.6,005.3,478,077.1,026.2,F
2025-01-24 12:37:20,004.5,007.5,478,077.1,026.2,F
2025-01-24 12:42:20,003.3,004.9,479,077.4,026.3,F
2025-01-24 12:47:20,003.1,004.8,479,077.4,026.3,F
2025-01-24 12:52:20,003.2,005.3,479,077.5,026.3,F
2025-01-24 12:57:20,004.0,006.7,478,077.4,026.3,F
2025-01-24 13:02:20,003.2,005.3,479,077.3,026.4,F
2025-01-24 13:07:20,003.7,005.9,478,077.2,026.3,F
2025-01-24 13:12:20,003.8,006.0,476,077.2,026.3,F
2025-01-24 13:17:20,003.1,005.1,478,077.2,026.3,F
2025-01-24 13:22:20,003.4,005.4,476,077.2,026.4,F
2025-01-24 13:27:21,003.4,005.3,478,077.1,026.4,F
2025-01-24 13:32:21,003.2,005.9,475,077.2,026.4,F
2025-01-24 13:37:21,003.5,005.3,475,077.1,026.4,F
2025-01-24 13:42:21,003.4,006.1,476,077.2,026.4,F
2025-01-24 13:47:21,003.6,006.1,477,077.1,026.4,F
2025-01-24 13:52:21,003.3,005.0,476,077.2,026.4,F
2025-01-24 13:57:21,003.4,005.0,476,077.2,026.4,F
2025-01-24 14:02:21,003.1,004.5,472,077.4,026.5,F
2025-01-24 14:07:21,003.8,005.7,476,077.4,026.5,F
2025-01-24 14:12:21,002.9,004.6,473,077.5,026.5,F
2025-01-24 14:17:21,003.4,006.1,476,077.6,026.4,F
2025-01-24 14:22:22,003.2,004.6,474,077.5,026.3,F
2025-01-24 14:27:22,003.5,005.7,475,077.5,026.3,F
2025-01-24 14:32:22,003.9,006.4,474,077.4,026.3,F
2025-01-24 14:37:22,002.8,004.4,473,077.3,026.3,F
2025-01-24 14:42:22,003.4,005.5,472,077.3,026.4,F
2025-01-24 14:47:22,003.1,004.9,473,077.2,026.4,F
2025-01-24 14:52:22,003.1,005.0,473,077.2,026.4,F
2025-01-24 14:57:22,003.5,005.5,471,077.2,026.4,F
2025-01-24 15:02:22,003.7,005.7,471,077.2,026.4,F
2025-01-24 15:07:22,003.6,005.6,471,077.2,026.4,F
2025-01-24 15:12:22,003.4,005.1,472,077.2,026.4,F
2025-01-24 15:17:22,003.4,005.9,471,077.3,026.5,F
2025-01-24 15:22:22,002.9,004.4,469,077.3,026.5,F
2025-01-24 15:27:22,003.0,004.8,470,077.4,026.5,F
2025-01-24 15:32:22,003.3,005.5,468,077.5,026.5,F
2025-01-24 15:37:22,003.3,004.7,469,077.5,026.4,F
2025-01-24 15:42:22,002.7,004.2,467,077.4,026.3,F
2025-01-24 15:47:22,003.2,005.2,468,077.4,026.3,F
2025-01-24 15:52:22,003.5,005.8,468,077.4,026.3,F
2025-01-24 15:57:22,003.0,004.6,467,077.3,026.4,F
2025-01-24 16:02:22,003.3,005.7,467,077.3,026.4,F
2025-01-24 16:07:22,002.9,004.8,466,077.3,026.4,F
2025-01-24 16:12:22,003.3,004.9,466,077.2,026.4,F
2025-01-24 16:17:22,003.7,005.6,465,077.2,026.4,F
2025-01-24 16:22:22,003.8,005.7,466,077.3,026.3,F
2025-01-24 16:27:22,002.8,004.5,464,077.2,026.4,F
2025-01-24 16:32:22,002.9,004.7,465,077.2,026.4,F
2025-01-24 16:37:22,003.2,004.7,461,077.2,026.4,F
2025-01-24 16:42:22,002.7,004.1,462,077.3,026.3,F
2025-01-24 16:47:22,003.3,004.4,463,077.4,026.4,F
2025-01-24 16:52:22,003.6,005.4,462,077.4,026.4,F
2025-01-24 16:57:22,003.7,005.7,463,077.4,026.5,F
2025-01-24 17:02:22,003.5,005.3,461,077.4,026.5,F
2025-01-24 17:07:22,003.4,005.5,458,077.2,026.3,F
2025-01-24 17:12:22,003.5,005.1,459,077.2,026.4,F
2025-01-24 17:17:22,004.3,007.6,459,077.3,026.3,F
2025-01-24 17:22:22,004.0,006.5,461,077.1,026.4,F
