DATE,PM2.5(ug/m3),PM10(ug/m3),CO2(ppm),TEMPERATURE,HUMIDITY,TEMPUNIT
2024-12-18 00:00:05,007.2,011.5,450,077.7,039.7,F
2024-12-18 00:05:05,006.7,009.5,452,077.6,039.8,F
2024-12-18 00:10:05,006.3,009.5,451,077.6,039.7,F
2024-12-18 00:15:05,007.3,011.2,452,077.6,039.7,F
2024-12-18 00:20:05,006.3,009.7,452,077.8,039.8,F
2024-12-18 00:25:05,006.6,010.1,451,077.8,039.9,F
2024-12-18 00:30:05,006.8,010.3,451,077.8,039.9,F
2024-12-18 00:35:05,005.7,008.8,452,077.8,039.8,F
2024-12-18 00:40:05,006.7,011.7,451,077.6,039.8,F
2024-12-18 00:45:05,007.2,011.8,453,077.6,039.7,F
2024-12-18 00:50:05,006.2,009.8,453,077.6,039.7,F
2024-12-18 00:55:05,005.2,007.8,453,077.6,039.7,F
2024-12-18 01:00:05,005.7,008.3,453,077.6,039.7,F
2024-12-18 01:05:05,005.3,008.0,454,077.7,039.6,F
2024-12-18 01:10:05,006.2,009.1,455,077.7,039.6,F
2024-12-18 01:15:05,005.5,009.2,453,077.7,039.7,F
2024-12-18 01:20:05,005.7,009.4,453,077.6,039.7,F
2024-12-18 01:25:05,005.5,008.7,455,077.7,039.7,F
2024-12-18 01:30:05,005.8,008.6,453,077.7,039.7,F
2024-12-18 01:35:05,006.0,009.3,453,077.7,039.7,F
2024-12-18 01:40:05,006.2,010.0,457,077.8,039.8,F
2024-12-18 01:45:05,005.2,009.2,457,077.8,039.8,F
2024-12-18 01:50:05,005.8,008.8,457,077.8,039.8,F
2024-12-18 01:55:05,006.0,008.5,457,077.5,039.7,F
2024-12-18 02:00:05,005.0,007.6,455,077.6,039.7,F
2024-12-18 02:05:05,005.0,007.8,458,077.6,039.7,F
2024-12-18 02:10:05,005.7,008.3,457,077.7,039.6,F
2024-12-18 02:15:05,005.3,007.9,457,077.7,039.6,F
2024-12-18 02:20:05,005.5,008.6,457,077.7,039.6,F
2024-12-18 02:25:05,005.0,007.8,459,077.8,039.6,F
2024-12-18 02:30:05,005.5,008.7,459,077.8,039.5,F
2024-12-18 02:35:05,005.0,007.6,459,077.7,039.5,F
2024-12-18 02:40:05,005.5,008.5,458,077.7,039.5,F
2024-12-18 02:45:05,005.4,008.2,460,077.6,039.6,F
2024-12-18 02:50:05,005.0,008.0,458,077.6,039.6,F
2024-12-18 02:55:05,004.7,007.2,458,077.8,039.7,F
2024-12-18 03:00:05,005.6,008.8,457,077.8,039.7,F
2024-12-18 03:05:05,004.7,006.6,460,077.8,039.7,F
2024-12-18 03:10:05,004.7,007.4,459,077.7,039.8,F
2024-12-18 03:15:05,004.7,007.4,459,077.6,039.7,F
2024-12-18 03:20:06,004.5,006.6,459,077.5,039.6,F
2024-12-18 03:25:06,004.7,007.3,458,077.5,039.7,F
2024-12-18 03:30:06,005.1,007.8,458,077.5,039.7,F
2024-12-18 03:35:06,004.9,007.4,457,077.6,039.6,F
2024-12-18 03:40:06,005.0,008.2,457,077.7,039.5,F
2024-12-18 03:45:06,005.6,008.9,458,077.7,039.5,F
2024-12-18 03:50:06,004.5,007.4,458,077.6,039.5,F
2024-12-18 03:55:06,004.5,006.7,458,077.8,039.4,F
2024-12-18 04:00:06,004.6,007.4,457,078.0,039.5,F
2024-12-18 04:05:06,004.3,006.4,458,077.8,039.6,F
2024-12-18 04:10:06,004.6,007.5,457,077.8,039.6,F
2024-12-18 04:15:06,004.8,007.3,455,077.7,039.6,F
2024-12-18 04:20:06,004.4,006.8,456,077.5,039.5,F
2024-12-18 04:25:06,004.4,007.7,458,077.5,039.5,F
2024-12-18 04:30:06,004.7,007.4,455,077.5,039.5,F
2024-12-18 04:35:06,005.0,007.9,455,077.5,039.5,F
2024-12-18 04:40:06,004.1,006.5,457,077.5,039.5,F
2024-12-18 04:45:06,004.2,006.3,455,077.4,039.5,F
2024-12-18 04:50:06,004.2,005.9,456,077.4,039.5,F
2024-12-18 04:55:06,004.5,007.4,457,077.4,039.5,F
2024-12-18 05:00:06,004.3,006.2,455,077.5,039.4,F
