DATE,PM2.5(ug/m3),PM10(ug/m3),CO2(ppm),TEMPERATURE,HUMIDITY,TEMPUNIT
2024-11-17 00:00:53,005.8,009.3,613,072.2,037.5,F
2024-11-17 00:01:53,005.9,009.0,599,072.3,036.7,F
2024-11-17 00:02:53,006.6,010.4,575,072.0,035.8,F
2024-11-17 00:03:53,006.6,011.0,561,071.8,035.7,F
2024-11-17 00:04:53,006.8,010.9,554,071.9,035.5,F
2024-11-17 00:05:53,006.1,008.7,543,071.5,035.4,F
2024-11-17 00:06:53,007.0,010.8,531,071.3,035.2,F
2024-11-17 00:07:53,006.5,010.9,519,071.2,035.1,F
2024-11-17 00:08:53,007.4,011.8,509,071.1,035.0,F
2024-11-17 00:09:53,006.4,009.6,502,071.1,034.8,F
2024-11-17 00:10:53,007.0,010.6,496,070.8,034.7,F
2024-11-17 00:11:53,006.2,010.6,499,070.8,035.3,F
2024-11-17 00:12:53,006.7,009.1,511,071.1,035.7,F
2024-11-17 00:13:53,005.9,009.1,516,071.0,035.9,F
2024-11-17 00:14:53,005.8,009.3,524,071.0,036.2,F
2024-11-17 00:15:53,005.7,009.1,535,071.1,036.4,F
2024-11-17 00:16:53,005.8,009.4,539,071.2,036.5,F
2024-11-17 00:17:53,006.3,010.7,545,071.4,036.5,F
2024-11-17 00:18:53,006.5,010.6,556,071.3,036.8,F
2024-11-17 00:19:53,006.0,009.8,565,071.3,037.1,F
2024-11-17 00:20:53,005.8,008.8,574,071.6,037.0,F
2024-11-17 00:21:53,006.0,009.5,578,071.5,037.1,F
2024-11-17 00:22:53,005.3,008.3,582,071.6,037.3,F
2024-11-17 00:23:53,006.2,009.6,586,071.8,037.2,F
2024-11-17 00:24:53,006.9,011.4,593,071.7,037.3,F
2024-11-17 00:25:53,006.0,009.6,600,071.8,037.4,F
2024-11-17 00:26:53,006.2,010.4,601,071.9,037.4,F
2024-11-17 00:27:53,006.2,009.6,605,072.0,037.5,F
2024-11-17 00:28:53,005.7,009.7,608,072.2,037.5,F
2024-11-17 00:29:53,005.5,008.5,614,072.1,037.5,F
2024-11-17 00:30:53,005.7,008.8,613,072.1,037.5,F
2024-11-17 00:31:53,005.6,008.9,609,072.2,036.8,F
2024-11-17 00:32:53,006.0,009.1,581,071.9,036.0,F
2024-11-17 00:33:53,005.5,008.7,558,071.8,035.6,F
2024-11-17 00:34:53,005.6,009.2,548,071.6,035.4,F
2024-11-17 00:35:53,005.5,008.9,537,071.5,035.4,F
2024-11-17 00:36:53,005.8,008.8,527,071.5,035.1,F
2024-11-17 00:37:53,005.8,008.9,515,071.2,034.9,F
2024-11-17 00:38:53,005.3,008.2,507,071.1,034.9,F
2024-11-17 00:39:53,005.7,008.5,499,071.1,034.7,F
2024-11-17 00:40:53,006.3,009.9,489,070.8,034.6,F
2024-11-17 00:41:53,005.5,008.5,490,070.7,035.1,F
2024-11-17 00:42:53,005.8,009.2,503,071.0,035.5,F
2024-11-17 00:43:53,006.0,009.5,515,070.8,035.8,F
2024-11-17 00:44:53,006.3,010.1,520,070.9,035.9,F
2024-11-17 00:45:53,005.4,008.5,526,071.0,036.1,F
2024-11-17 00:46:53,005.9,009.6,535,071.1,036.4,F
2024-11-17 00:47:53,005.6,008.8,545,071.3,036.4,F
2024-11-17 00:48:53,005.8,009.3,557,071.2,036.6,F
2024-11-17 00:49:53,006.0,009.2,565,071.2,036.8,F
2024-11-17 00:50:53,006.0,009.2,576,071.5,036.9,F
2024-11-17 00:51:53,006.1,009.0,581,071.4,036.9,F
2024-11-17 00:52:53,005.9,009.1,591,071.5,037.1,F
2024-11-17 00:53:53,006.0,008.9,598,071.6,037.1,F
2024-11-17 00:54:53,006.4,010.4,602,071.7,037.3,F
2024-11-17 00:55:53,006.1,009.7,605,071.9,037.2,F
2024-11-17 00:56:53,006.1,009.9,609,071.8,037.3,F
2024-11-17 00:57:53,005.6,008.8,617,071.8,037.5,F
2024-11-17 00:58:53,005.8,009.8,621,072.1,037.4,F
2024-11-17 00:59:53,005.9,009.9,622,071.9,037.3,F
2024-11-17 01:00:53,006.0,009.3,620,071.9,037.1,F
2024-11-17 01:01:53,005.2,008.5,593,071.9,036.1,F
2024-11-17 01:02:53,006.2,010.2,567,071.7,036.0,F
2024-11-17 01:03:53,005.3,008.8,560,071.5,035.8,F
2024-11-17 01:04:53,005.7,009.0,551,071.4,035.6,F
2024-11-17 01:05:53,005.1,008.0,537,071.2,035.5,F
2024-11-17 01:06:53,006.2,009.4,526,071.2,035.3,F
2024-11-17 01:07:53,005.9,010.0,516,070.9,035.2,F
2024-11-17 01:08:53,006.8,011.1,510,070.8,035.2,F
2024-11-17 01:09:53,006.1,009.6,504,070.8,035.0,F
2024-11-17 01:10:53,005.0,008.3,499,070.5,035.1,F
2024-11-17 01:11:53,005.2,007.2,493,070.4,035.1,F
2024-11-17 01:12:53,005.5,008.4,505,070.4,035.7,F
2024-11-17 01:13:53,005.9,009.3,519,070.5,036.0,F
2024-11-17 01:14:53,006.4,009.8,522,070.8,036.0,F
2024-11-17 01:15:53,006.3,009.8,525,070.6,036.1,F
2024-11-17 01:16:53,005.9,009.4,532,070.7,036.5,F
2024-11-17 01:17:53,005.9,009.1,544,071.0,036.5,F
2024-11-17 01:18:53,005.9,009.2,554,070.9,036.7,F
2024-11-17 01:19:53,005.8,008.9,565,071.0,037.0,F
2024-11-17 01:20:53,006.2,008.9,575,071.2,037.0,F
2024-11-17 01:21:53,006.4,010.0,575,071.0,037.0,F
2024-11-17 01:22:53,006.0,009.3,579,071.1,037.1,F
2024-11-17 01:23:53,006.7,011.1,581,071.2,037.1,F
2024-11-17 01:24:53,005.9,009.9,586,071.3,037.3,F
2024-11-17 01:25:53,006.7,009.9,594,071.5,037.3,F
2024-11-17 01:26:53,005.8,008.9,602,071.4,037.4,F
2024-11-17 01:27:53,006.8,010.8,604,071.5,037.5,F
2024-11-17 01:28:53,006.5,010.7,606,071.7,037.4,F
2024-11-17 01:29:53,006.3,009.4,605,071.6,037.3,F
2024-11-17 01:30:53,006.2,009.9,607,071.6,037.2,F
2024-11-17 01:31:53,005.3,008.7,594,071.5,036.8,F
2024-11-17 01:32:53,005.5,008.9,569,071.4,036.2,F
2024-11-17 01:33:53,005.8,009.0,559,071.2,036.1,F
2024-11-17 01:34:53,005.2,008.2,552,071.1,036.0,F
2024-11-17 01:35:53,005.5,008.8,538,071.0,035.9,F
2024-11-17 01:36:53,005.2,008.2,529,071.0,035.7,F
2024-11-17 01:37:53,004.6,007.1,520,070.7,035.5,F
2024-11-17 01:38:53,005.0,007.6,511,070.5,035.6,F
2024-11-17 01:39:53,005.6,009.3,506,070.5,035.4,F
2024-11-17 01:40:53,005.6,009.3,494,070.3,035.3,F
2024-11-17 01:41:53,005.8,009.6,489,070.1,035.3,F
2024-11-17 01:42:53,005.6,009.3,492,070.1,035.7,F
2024-11-17 01:43:54,006.1,010.1,504,070.2,036.1,F
2024-11-17 01:44:54,006.0,009.2,514,070.4,036.2,F
2024-11-17 01:45:54,005.2,008.2,522,070.3,036.5,F
2024-11-17 01:46:54,006.4,010.4,529,070.4,036.8,F
2024-11-17 01:47:54,005.5,009.2,533,070.7,036.8,F
2024-11-17 01:48:54,006.7,010.9,539,070.6,037.0,F
2024-11-17 01:49:54,005.8,008.8,551,070.6,037.1,F
2024-11-17 01:50:54,005.7,009.3,557,070.7,037.2,F
2024-11-17 01:51:54,005.6,009.4,570,070.8,037.4,F
2024-11-17 01:52:54,006.1,009.3,573,071.1,037.4,F
2024-11-17 01:53:54,005.9,008.9,579,071.0,037.4,F
2024-11-17 01:54:55,006.7,010.4,581,071.0,037.5,F
2024-11-17 01:55:55,006.6,010.3,584,071.3,037.4,F
2024-11-17 01:56:55,005.5,009.1,587,071.2,037.6,F
2024-11-17 01:57:55,006.3,010.1,591,071.3,037.6,F
2024-11-17 01:58:55,006.2,010.0,597,071.3,037.6,F
2024-11-17 01:59:55,005.8,009.3,600,071.4,037.8,F
2024-11-17 02:00:55,006.4,010.1,606,071.6,037.5,F
2024-11-17 02:01:55,005.2,008.4,580,071.3,036.7,F
2024-11-17 02:02:55,005.5,008.3,551,071.2,036.4,F
2024-11-17 02:03:55,005.3,009.0,537,071.2,036.1,F
