DATE,PM2.5(ug/m3),PM10(ug/m3),CO2(ppm),TEMPERATURE,HUMIDITY,TEMPUNIT
2024-11-05 08:53:22,086.5,134.4,557,073.1,031.7,F
2024-11-05 08:54:22,078.1,119.7,531,072.7,031.1,F
2024-11-05 08:55:22,073.2,113.1,516,072.5,031.1,F
2024-11-05 08:56:22,072.9,112.6,508,072.5,031.2,F
2024-11-05 08:57:22,070.5,108.6,509,072.2,031.2,F
2024-11-05 08:58:22,066.2,102.7,507,072.1,031.2,F
2024-11-05 08:59:22,061.0,095.3,503,072.0,031.2,F
2024-11-05 09:00:23,061.1,094.9,499,071.9,031.2,F
2024-11-05 09:01:23,060.5,095.0,497,072.0,031.4,F
2024-11-05 09:02:23,050.3,074.5,496,071.8,031.4,F
2024-11-05 09:03:23,049.2,077.1,494,071.7,031.5,F
2024-11-05 09:04:23,047.1,072.0,491,071.8,031.7,F
2024-11-05 09:05:23,044.2,070.4,492,071.5,031.7,F
2024-11-05 09:06:23,043.8,068.9,493,071.5,031.7,F
2024-11-05 09:07:23,042.0,066.3,489,071.4,031.7,F
2024-11-05 09:08:23,038.5,061.2,484,071.4,031.6,F
2024-11-05 09:09:23,035.9,055.1,484,071.5,031.7,F
2024-11-05 09:10:23,033.0,050.7,484,071.3,031.6,F
2024-11-05 09:11:23,029.7,046.3,482,071.3,031.6,F
2024-11-05 09:12:23,028.9,044.4,481,071.5,031.7,F
2024-11-05 09:13:23,026.3,040.8,484,071.2,031.8,F
2024-11-05 09:14:23,026.7,041.6,482,071.2,031.8,F
2024-11-05 09:15:23,024.8,038.6,481,071.2,031.9,F
2024-11-05 09:16:23,024.5,038.6,482,071.2,032.0,F
2024-11-05 09:17:23,021.1,033.6,474,071.4,032.1,F
2024-11-05 09:18:23,020.1,030.3,473,071.2,032.1,F
2024-11-05 09:19:23,019.0,029.4,475,071.2,032.3,F
2024-11-05 09:20:23,018.3,027.4,475,071.3,032.5,F
2024-11-05 09:21:23,017.2,026.1,475,071.1,032.5,F
2024-11-05 09:22:23,015.6,024.2,475,071.1,032.6,F
2024-11-05 09:23:23,015.7,023.5,474,071.3,032.9,F
2024-11-05 09:24:23,014.5,021.3,471,071.1,032.8,F
2024-11-05 09:25:23,014.7,022.5,471,071.1,033.0,F
2024-11-05 09:26:23,013.6,021.4,470,071.1,033.0,F
2024-11-05 09:27:23,013.5,021.1,470,071.1,033.0,F
2024-11-05 09:28:23,012.7,019.9,468,071.3,033.1,F
2024-11-05 09:29:23,012.1,018.4,471,071.1,032.9,F
2024-11-05 09:30:23,010.7,016.4,469,071.1,032.9,F
2024-11-05 09:31:23,011.3,017.7,473,071.3,033.1,F
2024-11-05 09:32:23,010.7,016.6,473,071.1,033.0,F
2024-11-05 09:33:23,009.9,015.6,474,071.1,032.9,F
2024-11-05 09:34:23,009.3,013.8,468,071.1,032.8,F
2024-11-05 09:35:23,009.8,014.4,465,071.1,032.7,F
2024-11-05 09:36:23,007.9,011.2,465,071.3,032.8,F
2024-11-05 09:37:23,007.9,011.8,463,071.1,032.6,F
2024-11-05 09:38:23,008.1,012.3,461,071.1,032.6,F
2024-11-05 09:39:23,007.8,012.3,461,071.3,032.7,F
2024-11-05 09:40:23,008.2,012.9,460,071.1,032.6,F
2024-11-05 09:41:23,008.1,011.8,459,071.1,032.4,F
2024-11-05 09:42:23,007.1,010.5,458,071.3,032.5,F
2024-11-05 09:43:23,007.0,011.3,458,071.2,032.5,F
2024-11-05 09:44:23,006.9,010.2,464,071.1,032.6,F
2024-11-05 09:45:23,007.2,011.1,471,071.2,032.7,F
2024-11-05 09:46:23,005.8,009.2,478,071.2,032.7,F
2024-11-05 09:47:23,005.4,008.6,475,071.4,032.6,F
2024-11-05 09:48:23,005.3,007.7,469,071.2,032.3,F
2024-11-05 09:49:23,004.8,007.9,466,071.2,032.0,F
2024-11-05 09:50:23,004.1,006.4,462,071.4,031.8,F
2024-11-05 09:51:23,004.4,006.9,456,071.3,031.4,F
2024-11-05 09:52:23,004.5,007.1,452,071.3,031.2,F
2024-11-05 09:53:23,003.8,006.2,448,071.3,031.0,F
2024-11-05 09:54:23,005.0,007.6,450,071.3,030.9,F
2024-11-05 09:55:24,004.1,006.3,452,071.5,031.0,F
2024-11-05 09:56:24,004.0,006.7,454,071.3,030.8,F
2024-11-05 09:57:24,004.1,005.5,459,071.4,030.9,F
2024-11-05 09:58:24,003.9,006.1,468,071.6,031.1,F
2024-11-05 09:59:24,003.9,006.1,468,071.5,031.0,F
2024-11-05 10:00:24,004.1,006.0,468,071.5,031.0,F
2024-11-05 10:01:24,004.0,006.5,467,071.5,030.9,F
2024-11-05 10:02:24,004.0,006.1,465,071.6,030.8,F
2024-11-05 10:03:24,003.5,005.2,461,071.8,030.8,F
2024-11-05 10:04:24,006.3,009.7,463,071.7,030.5,F
2024-11-05 10:05:24,005.0,007.2,467,071.7,030.3,F
2024-11-05 10:06:24,006.0,009.8,469,071.9,030.3,F
2024-11-05 10:07:24,007.1,011.0,473,071.8,030.1,F
2024-11-05 10:08:24,008.7,014.6,474,071.8,030.0,F
2024-11-05 10:09:24,012.5,020.2,478,071.9,030.0,F
2024-11-05 10:10:24,011.6,017.0,480,071.9,029.6,F
2024-11-05 10:11:24,012.0,019.1,479,072.1,029.6,F
2024-11-05 10:12:24,013.0,020.6,479,072.0,029.4,F
2024-11-05 10:13:24,011.4,018.6,476,072.0,029.4,F
2024-11-05 10:14:24,012.1,018.8,474,072.3,029.4,F
2024-11-05 10:15:24,013.4,021.0,476,072.1,029.2,F
2024-11-05 10:16:24,013.1,020.3,475,072.2,029.1,F
2024-11-05 10:17:24,011.7,018.4,472,072.4,029.1,F
2024-11-05 10:18:24,012.3,019.4,472,072.2,028.8,F
2024-11-05 10:19:24,009.9,015.6,465,072.3,028.6,F
2024-11-05 10:20:24,009.7,014.5,454,072.3,028.2,F
2024-11-05 10:21:24,011.6,018.0,451,072.3,028.0,F
2024-11-05 10:22:24,010.5,016.1,449,072.5,027.7,F
2024-11-05 10:23:24,007.5,011.9,444,072.4,027.4,F
2024-11-05 10:24:24,012.3,019.2,443,072.4,027.2,F
2024-11-05 10:25:24,015.1,023.6,443,072.6,027.0,F
2024-11-05 10:26:24,016.6,025.6,443,072.5,026.8,F
2024-11-05 10:27:24,015.5,023.5,443,072.5,026.7,F
2024-11-05 10:28:24,012.0,019.5,442,072.5,026.5,F
2024-11-05 10:29:24,013.2,020.0,439,072.6,026.3,F
2024-11-05 10:30:24,048.5,075.8,437,072.8,026.3,F
2024-11-05 10:31:25,057.2,090.1,435,072.6,026.1,F
2024-11-05 10:32:25,079.2,125.4,435,072.6,026.0,F
2024-11-05 10:33:25,128.1,206.0,435,072.8,025.9,F
2024-11-05 10:34:25,135.4,216.4,436,072.7,025.8,F
2024-11-05 10:35:25,119.9,188.6,435,072.7,025.7,F
2024-11-05 10:36:25,268.2,430.7,434,072.7,025.7,F
2024-11-05 10:37:25,260.4,416.1,437,072.7,025.6,F
2024-11-05 10:38:25,181.4,285.3,438,072.9,025.6,F
2024-11-05 10:39:25,138.6,217.8,436,072.8,025.5,F
2024-11-05 10:40:25,105.3,167.5,432,072.8,025.4,F
2024-11-05 10:41:25,081.1,129.1,431,073.0,025.6,F
2024-11-05 10:42:25,064.7,101.4,429,072.8,025.5,F
2024-11-05 10:43:25,058.4,091.2,429,072.8,025.4,F
2024-11-05 10:44:25,053.4,082.8,429,073.1,025.5,F
2024-11-05 10:45:25,044.1,069.1,430,072.9,025.4,F
2024-11-05 10:46:25,037.8,057.7,430,072.9,025.3,F
2024-11-05 10:47:25,036.3,056.5,430,072.9,025.3,F
2024-11-05 10:48:25,036.5,055.3,434,072.9,025.4,F
2024-11-05 10:49:25,031.9,049.7,433,073.1,025.5,F
2024-11-05 10:50:25,027.5,042.1,431,073.0,025.6,F
2024-11-05 10:51:25,027.6,046.1,431,073.0,025.7,F
2024-11-05 10:52:25,025.7,040.6,431,073.2,026.0,F
2024-11-05 10:53:25,023.5,036.5,432,073.0,026.1,F
2024-11-05 10:54:25,022.3,034.7,432,073.1,026.2,F
2024-11-05 10:55:25,023.4,036.6,432,073.2,026.5,F
2024-11-05 10:56:25,020.2,031.5,432,073.1,026.5,F
2024-11-05 10:57:25,020.0,031.8,431,073.1,026.7,F
2024-11-05 10:58:25,020.5,032.4,432,073.1,026.7,F
2024-11-05 10:59:25,021.1,033.0,436,073.1,026.8,F
2024-11-05 11:00:25,019.6,030.4,438,073.3,027.0,F
2024-11-05 11:01:25,019.1,030.7,437,073.2,026.9,F
2024-11-05 11:02:25,017.8,027.4,435,073.2,026.8,F
2024-11-05 11:03:25,016.9,027.0,432,073.4,026.9,F
2024-11-05 11:04:25,016.8,026.3,433,073.2,026.7,F
2024-11-05 11:05:25,018.0,027.3,432,073.2,026.7,F
2024-11-05 11:06:25,014.5,023.2,432,073.4,026.8,F
2024-11-05 11:07:25,014.6,022.3,431,073.2,026.7,F
