DATE,PM2.5(ug/m3),PM10(ug/m3),CO2(ppm),TEMPERATURE,HUMIDITY,TEMPUNIT
2024-10-17 00:00:24,003.3,005.4,401,024.8,051.0,C
2024-10-17 00:01:24,003.0,005.2,401,024.9,050.9,C
2024-10-17 00:02:24,002.8,004.8,400,024.8,050.9,C
2024-10-17 00:03:24,003.3,005.3,400,024.8,051.0,C
2024-10-17 00:04:24,003.5,005.0,400,024.8,050.9,C
2024-10-17 00:05:24,003.4,004.8,400,024.8,051.0,C
2024-10-17 00:06:24,003.5,005.4,401,024.9,051.0,C
2024-10-17 00:07:24,003.1,005.1,401,024.8,051.0,C
2024-10-17 00:08:24,003.5,006.0,401,024.8,051.2,C
2024-10-17 00:09:24,003.0,005.1,401,024.8,051.1,C
2024-10-17 00:10:24,003.5,005.4,401,024.8,051.1,C
2024-10-17 00:11:24,002.9,004.5,401,024.9,051.1,C
2024-10-17 00:12:24,003.1,005.2,402,024.8,051.1,C
2024-10-17 00:13:24,003.6,004.9,403,024.8,051.2,C
2024-10-17 00:14:24,002.9,004.1,401,024.9,051.1,C
2024-10-17 00:15:24,003.4,005.4,400,024.8,051.1,C
2024-10-17 00:16:24,003.7,006.1,401,024.7,051.2,C
2024-10-17 00:17:24,002.9,004.6,403,024.7,051.0,C
2024-10-17 00:18:24,003.1,005.0,402,024.7,051.0,C
2024-10-17 00:19:24,002.9,004.9,401,024.8,051.1,C
2024-10-17 00:20:24,003.3,005.3,401,024.7,051.0,C
2024-10-17 00:21:24,003.5,005.7,401,024.7,051.1,C
2024-10-17 00:22:24,003.3,005.3,400,024.8,051.0,C
2024-10-17 00:23:24,003.2,004.9,400,024.7,051.0,C
2024-10-17 00:24:24,003.1,005.1,400,024.7,051.1,C
2024-10-17 00:25:24,003.1,004.7,401,024.7,051.0,C
2024-10-17 00:26:24,003.1,004.7,401,024.7,051.1,C
2024-10-17 00:27:24,002.7,004.3,399,024.8,050.9,C
2024-10-17 00:28:24,003.0,004.8,400,024.7,050.9,C
2024-10-17 00:29:24,003.4,005.0,400,024.7,051.0,C
2024-10-17 00:30:24,002.6,004.0,401,024.7,050.9,C
2024-10-17 00:31:24,003.6,005.8,403,024.7,050.9,C
2024-10-17 00:32:24,002.9,004.1,402,024.8,050.9,C
2024-10-17 00:33:24,002.8,004.0,401,024.7,050.9,C
2024-10-17 00:34:24,003.1,005.2,402,024.7,050.9,C
2024-10-17 00:35:24,003.3,005.1,401,024.8,050.9,C
2024-10-17 00:36:24,003.0,004.7,400,024.7,050.9,C
